iso2,priority,region,role,grams,pi_ing,pi_in_2541,proposal_key,product,brand,pack,ean,ean_cell,gtin_checksum,rcn_range,gs1_prefix_registry,v7_status,source_domain,source_class_heuristic,source_url
CR,★★★★,LATAM_NORTH_ANDEAN,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
CR,★★★★,LATAM_NORTH_ANDEAN,DEXTROSE,30,PI-ING-000494,YES,DEX-CR-PRODUCT,Dextrosa Monohidratada,CreaFoods,1 kg,,,,,,WYMAGA_ETYKIETY,creafoods.com,DIRECT_SITE_UNCLASSIFIED,"https://www.creafoods.com/dextrosa-monohidratada-1kg
https://www.creafoods.com/download/sample/53"
CR,★★★★,LATAM_NORTH_ANDEAN,TARA,3,PI-ING-000492,YES,TARA-MP-1508-50,Tara Gum — Home 50g,Modernist Pantry,50 g,819543011967,TEXT,OK,NO,US/CA (UPC-A),KANDYDAT_PR,modernistpantry.com,DIRECT_SITE_UNCLASSIFIED,"https://modernistpantry.com/products/tara-gum.html
https://cdn11.bigcommerce.com/s-nu5wtrnr3h/images/stencil/1280x1280/products/507/1289/modernistpantry_taragum_50g_back__92203.1691090330.jpg?c=1
https://costarica.yaxa.co/products/polvo-de-goma-de-mascar-pure-tara-no-transgenico-sin-gluten-vegano-certificado-kosher-ou-50-g-2-oz-colombia"
KW,★★★★,GCC,MILK,672,PI-ING-000236,YES,MILK-GTIN-6281007040235,Fresh Milk Full Fat 1L,Almarai,1 L butelka,6281007040235,TEXT,OK,NO,SA,KANDYDAT_PR,almarai.com,DIRECT_SITE_UNCLASSIFIED,"https://www.almarai.com/en/brands/almarai/liquid-dairy/fresh-milk/fresh-milk-full-fat
https://mohideensupermarket.com/product/almarai-milk-full-fat-3-1-ltr/
https://furdtk.com/en/shop/category/dairy-eggs-fresh-milk-3288"
KW,★★★★,GCC,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-3412290032215,Paysan Breton La Crème Pâtisserie & Cuisine UHT 30%,Paysan Breton,20 cl,3412290032215,TEXT,OK,NO,FR,KANDYDAT_PR,casinetto.com,DIRECT_SITE_UNCLASSIFIED,"https://casinetto.com/products/cooking-and-whipping-cream-30/
https://bf1af2.akinoncloudcdn.com/products/2025/03/28/87485/697134c3-73cd-408b-8a68-2100017edff8_size1920_cropCenter.jpg
https://bf1af2.akinoncloudcdn.com/products/2025/03/28/87485/4dd8e776-62e5-4b64-8b34-30e98d6b5a69_size1920_cropCenter.jpg
https://gcc.luluhypermarket.com/en-kw/paysan-breton-whipping-cooking-cream-200-ml/p/423673"
KW,★★★★,GCC,SMP,35,PI-ING-000270,YES,SMP-GTIN-03043931691418,Régilait Instant Skimmed Milk Powder 0% Fat,Régilait,puszka 300 g,3043931691418,TEXT,OK,NO,FR,KANDYDAT_PR,gcc.luluhypermarket.com,DIRECT_SITE_UNCLASSIFIED,"https://gcc.luluhypermarket.com/en-kw/regilait-0-fat-instant-skimmed-milk-powder-300-g/p/405103
https://regilait.com/en/products/powdered-milks/instant-skimmed-milk-powder-0-fat
https://thegrocer.com.qa/product/regilait-instant-skimmed-milk-powder-non-fat-300g/
https://www.carrefour.fr/p/lait-en-poudre-demi-ecreme-regilait-3043933232701"
KW,★★★★,GCC,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
KW,★★★★,GCC,DEXTROSE,30,PI-ING-000494,YES,DEX-KW-PRODUCT,Dextrose Monohydrate – food applications,Unspecified manufacturer,B2B — opakowanie niepubliczne,,,,,,WYMAGA_ETYKIETY,chemstock.ae,DIRECT_SITE_UNCLASSIFIED,https://chemstock.ae/industrial-chemicals/food-chemicals/dextrose-monohydrate-supplier-uae/
KW,★★★★,GCC,TARA,3,PI-ING-000492,YES,TARA-MP-1508-50,Modernist Pantry Pure Tara Gum Powder,Modernist Pantry,50 g,819543011967,TEXT,OK,NO,US/CA (UPC-A),WYMAGA_DOSTAWY,a.ubuy.com.kw,DIRECT_SITE_UNCLASSIFIED,"https://www.a.ubuy.com.kw/en/product/20BCUPO-pure-tara-gum-powder-non-gmo-gluten-free-vegan-ou-kosher-certified-50g-2oz
https://modernistpantry.com/products/tara-gum.html
https://cdn11.bigcommerce.com/s-nu5wtrnr3h/images/stencil/90x90/products/507/1289/modernistpantry_taragum_50g_back__92203.1691090330.jpg?c=1"
LT,★★★★,EU27,MILK,672,PI-ING-000236,YES,MILK-GTIN-4770265041259,"Pienas MŪ UAT 3,5% rieb. 1 l",MŪ,1 l karton UAT/UHT,4770265041259,TEXT,OK,NO,LT,KANDYDAT_PR,barbora.lt,DIRECT_SITE_UNCLASSIFIED,"https://barbora.lt/produktai/uat-pienas-mu-3-5-proc-rieb-1-l
https://www.rimi.lt/e-parduotuve/en/products/dairy-products-and-eggs/milk/uht-milk/pienas-mu-uat-3-5-rieb-1-l/p/249003
https://oliver.lt/pienas/4134-pienas-mu-35-riebumo-1-l-4770265041259.html
https://www.printera.lt/c/p/pienas-mu-3-5-riebumo-1-l--246813"
LT,★★★★,EU27,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-5901432003261,Meadow Star UHT whipping cream 30%,Meadow Star,500 ml carton,5901432003261,TEXT,OK,NO,PL,KANDYDAT_PR,epromo.lv,DIRECT_SITE_UNCLASSIFIED,"https://epromo.lv/en/product/dairy-products-and-eggs/sour-cream-cream/cream/sweet-cream-meadow-star-30-0.5-l-uht/x433344
https://www.rimi.lt/e-parduotuve/en/products/dairy-products-and-eggs/sour-and-sweet-cream-/cream/grietinele-meadow-star-uat-30-500-ml/p/4004128
https://www.ife.co.uk/exhibitors/wart-milk"
LT,★★★★,EU27,SMP,35,PI-ING-000270,YES,SMP-LT-SKU,Lieso pieno milteliai,UAB Rilis / Yerbamate.lt,1000 g,,,,,,WYMAGA_GTIN,aone.lt,DIRECT_SITE_UNCLASSIFIED,"https://aone.lt/produktas/lieso-pieno-milteliai-1000g/
https://yerbamate.lt/produktas/lieso-pieno-milteliai-1000g/"
LT,★★★★,EU27,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
LT,★★★★,EU27,DEXTROSE,30,PI-ING-000494,YES,DEX-GTIN-04744130012590,"ICONFIT Dextro, czysta dekstroza w proszku",ICONFIT,1000 g,4744130012590,TEXT,OK,NO,EE,WYMAGA_ETYKIETY,iconfit.lt,DIRECT_SITE_UNCLASSIFIED,"https://iconfit.lt/en/products/dextrose
https://elvaistine.lt/vitaminai-ir-maisto-papildai/baltyminiai-ir-kiti-maisto-produktai/iconfit-dextro-dekstroze-1kg
https://sportfit.ee/gb/sports-nutrition/iconfit-dextro-premium-dextrose-1kg"
LT,★★★★,EU27,TARA,3,PI-ING-000492,YES,TARA-LT-PRODUCT,Tara guma,Aone / UAB Rilis,200 g,,,,,,WYMAGA_ETYKIETY,aone.lt,DIRECT_SITE_UNCLASSIFIED,https://aone.lt/produktas/tara-guma-200g-400g-600g/
LU,★★★★,EU27,MILK,672,PI-ING-000236,YES,MILK-LU-LUXLAIT-UHT-35-1L,"Luxlait UHT Whole Milk 3,5% 1 L",Luxlait,1 L,5450168511507,TEXT,OK,NO,BE/LU,KANDYDAT_PR,luxlait.lu,DIRECT_SITE_UNCLASSIFIED,https://www.luxlait.lu/en/product/uht-milk/pro
LU,★★★★,EU27,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-5450168531871,Luxlait Crème UHT L’entière 30% 200 ml,Luxlait,200 ml,5450168531871,TEXT,OK,NO,BE/LU,KANDYDAT_PR,luxlait.lu,DIRECT_SITE_UNCLASSIFIED,"https://www.luxlait.lu/de/produkt/uht-schlagsahne/pro
https://auchan.lu/munsbach/cremes-liquides/98802910-creme-fluide-entiere-30mg-20cl-3629716.html
https://luxcaddy.lu/lb/products/988/creme-uht-30"
LU,★★★★,EU27,SMP,35,PI-ING-000270,YES,SMP-GTIN-03254560079519,Lait en poudre écrémé,Auchan,300 g,3254560079519,TEXT,OK,NO,FR,KANDYDAT_PR,auchan.lu,DIRECT_SITE_UNCLASSIFIED,"https://auchan.lu/lait-concentre-en-poudre/6749-lait-en-poudre-ecreme-300g-189847.html
https://www.auchan.fr/auchan-lait-en-poudre-ecreme-origine-france/pr-C1260223"
LU,★★★★,EU27,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
LU,★★★★,EU27,DEXTROSE,30,PI-ING-000494,YES,DEX-LU-PRODUCT,Dextrose Monohydraté,Hobbyscuit (konfekcjonowany),500 g,,,,,,WYMAGA_ETYKIETY,hobbyscuit.com,DIRECT_SITE_UNCLASSIFIED,"https://www.hobbyscuit.com/sucres/1268-dextrose-monohydrate.html
https://www.hobbyscuit.com/3553-large_default/dextrose-monohydrate.jpg"
LU,★★★★,EU27,TARA,3,PI-ING-000492,YES,TARA-GTIN-08055728540170,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,TEXT,OK,NO,IT,KANDYDAT_PR,saporepuro.com,DIRECT_SITE_UNCLASSIFIED,"https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1
https://saporepuro.com/cdn/shop/files/TDS_GOMMA_DI_TARA_SAPOREPURO_7ba2d8ce-553c-4b18-8d0a-b511a78af3f0.pdf?v=6266750854494086058
https://saporepuro.com/policies/shipping-policy
https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1.json"
LV,★★★★,EU27,MILK,672,PI-ING-000236,YES,MILK-GTIN-4770265041259,"Piens MŪ 3,5% tauku 1 l",MŪ,1 l karton UAT/UHT,4770265041259,TEXT,OK,NO,LT,KANDYDAT_PR,oliver24.lv,DIRECT_SITE_UNCLASSIFIED,"https://oliver24.lv/piens/4134-piens-mu-35-tauku-1-l-4770265041259.html
https://barbora.lt/produktai/uat-pienas-mu-3-5-proc-rieb-1-l
https://www.printera.lt/c/p/pienas-mu-3-5-riebumo-1-l--246813
https://www.rimi.lt/e-parduotuve/en/products/dairy-products-and-eggs/milk/uht-milk/pienas-mu-uat-3-5-rieb-1-l/p/249003"
LV,★★★★,EU27,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-5901432003261,Meadow Star UHT whipping cream 30%,Meadow Star,500 ml carton,5901432003261,TEXT,OK,NO,PL,KANDYDAT_PR,epromo.lv,DIRECT_SITE_UNCLASSIFIED,"https://epromo.lv/en/product/dairy-products-and-eggs/sour-cream-cream/cream/sweet-cream-meadow-star-30-0.5-l-uht/x433344
https://www.rimi.lv/e-veikals/en/products/dairy-and-eggs/cream/whipping-cream/saldais-krejums-meadow-star-uht-30-500ml/p/4004128
https://www.ife.co.uk/exhibitors/wart-milk"
LV,★★★★,EU27,SMP,35,PI-ING-000270,YES,SMP-LV-SKU,Vājpiena pulveris,Rīgas piena kombināts,"25 kg, worek",,,,,,WYMAGA_GTIN,piens.lv,DIRECT_SITE_UNCLASSIFIED,"https://piens.lv/produkti/vajpiena-pulveris
https://piens.lv/produkti"
LV,★★★★,EU27,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
LV,★★★★,EU27,DEXTROSE,30,PI-ING-000494,YES,DEX-GTIN-04744130012590,"ICONFIT Dextro, czysta dekstroza w proszku",ICONFIT,1000 g,4744130012590,TEXT,OK,NO,EE,WYMAGA_ETYKIETY,iconfit.lv,DIRECT_SITE_UNCLASSIFIED,"https://iconfit.lv/products/dextrose
https://moonmart.lv/p/iconfit-dextro-dextrose-pulveris-1000-g-1152298
https://sportfit.ee/gb/sports-nutrition/iconfit-dextro-premium-dextrose-1kg
https://iconfit.ee/products/dextrose"
LV,★★★★,EU27,TARA,3,PI-ING-000492,YES,TARA-GTIN-08055728540170,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,TEXT,OK,NO,IT,KANDYDAT_PR,saporepuro.com,DIRECT_SITE_UNCLASSIFIED,"https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1
https://saporepuro.com/cdn/shop/files/TDS_GOMMA_DI_TARA_SAPOREPURO_7ba2d8ce-553c-4b18-8d0a-b511a78af3f0.pdf?v=6266750854494086058
https://saporepuro.com/policies/shipping-policy
https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1.json"
MY,★★★★,ASEAN,MILK,672,PI-ING-000236,YES,MILK-GTIN-5701215046832,"Emborg UHT Full Cream Milk 3,5% 1 L",Emborg,1 L,5701215046832,TEXT,OK,NO,DK,KANDYDAT_PR,emborg.com,DIRECT_SITE_UNCLASSIFIED,"https://www.emborg.com/product/full-cream-milk/
https://ptccom.com.ph/products/dairy/milk/emborg-full-cream-milk/
https://www.foodplusph.com/products/emborg-full-cream-milk-uht-3-5-l
https://maxmartonline.com/emborg-milk-full-cream-1ltr
https://www.meatup.shop/products/emborg-full-cream-milk-1l
https://bics.n.my/m/index.php?cat=Emborg&products_id=5362960&subcat=Milk&ws=showproducts"
MY,★★★★,ASEAN,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-5701215046375,Emborg Natural Whipping Cream UHT 35.1% 200 ml,Emborg,200 ml,5701215046375,TEXT,OK,NO,DK,KANDYDAT_PR,emborg.com,DIRECT_SITE_UNCLASSIFIED,"https://www.emborg.com/product/whipping-cream/
https://myaeon2go.com/product/5537/whipping-cream-uht
https://www.emborg.com/my/product/whipping-cream/
https://www.tops.co.th/en/emborg-dairy-whipping-cream-200ml-5701215046375
https://maxmartonline.com/emborg-whipping-cream-200ml"
MY,★★★★,ASEAN,SMP,35,PI-ING-000270,YES,SMP-GTIN-09556958338807,Sunlac Low Fat Instant Skim Milk Powder,Sunlac,700 g,9556958338807,TEXT,OK,NO,MY,WYMAGA_ETYKIETY,dailylac.com.my,DIRECT_SITE_UNCLASSIFIED,"https://dailylac.com.my/product/sunlac-700g/
https://www.sunlac.com.my/page/169/Skim-Milk-Powder/
https://megakulim.com.my/index.php?product_id=454&route=product%2Fproduct
https://aapharmacy.com.my/products/sunlac-instant-skim-milk-700gm"
MY,★★★★,ASEAN,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
MY,★★★★,ASEAN,DEXTROSE,30,PI-ING-000494,YES,DEX-MY-PRODUCT,Pastry Pro Dextrose Monohydrate Food Grade 1kg,Pastry Pro,1 kg bag,,,,,,WYMAGA_ETYKIETY,pastrypro.com.my,DIRECT_SITE_UNCLASSIFIED,https://pastrypro.com.my/products/dextrose-monohydrate-food-grade-1kg
MY,★★★★,ASEAN,TARA,3,PI-ING-000492,YES,TARA-MY-PRODUCT,Tara Gum Powder / Serbuk Gam Tara,Take It Global,100 g (500g and1kg variants also listed),,,,,,WYMAGA_ETYKIETY,takeitglobal.my,DIRECT_SITE_UNCLASSIFIED,https://takeitglobal.my/products/tara-gum-powder-serbuk-gam-tara-caesalpinia-spinosa-gum-%E5%A1%94%E6%8B%89%E8%83%B6%E7%B2%89
MT,★★★★,EU27,MILK,672,PI-ING-000236,YES,MILK-MT-BENNA-FRESH-35-1L,"Benna Fresh Whole Milk 3,5% 1 L",Benna,1 L,5350066100042,TEXT,OK,NO,MT,KANDYDAT_PR,benna.com.mt,DIRECT_SITE_UNCLASSIFIED,https://www.benna.com.mt/products/whole-milk/; https://www.greens.com.mt/productdetails?loc=MH&pid=5350066100042; https://savemart.com.mt/product/3578/popup
MT,★★★★,EU27,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-3155250367896,Président Crème UHT semi-épaisse entière 30% MG 2×25cl,Président,2 × 250 ml,3155250367896,TEXT,OK,NO,FR,KANDYDAT_PR,greens.com.mt,DIRECT_SITE_UNCLASSIFIED,"https://www.greens.com.mt/productdetails?pid=3155250367896
https://www.auchan.fr/president-creme-semi-epaisse-entiere-gastronomique-30-mg-uht/pr-C1174614
https://www.carrefour.fr/p/creme-uht-semi-epaisse-entiere-30-mg-president-3155250367896"
MT,★★★★,EU27,SMP,35,PI-ING-000270,YES,SMP-GTIN-03043939531112,Skimmed Milk Powder,Régilait,puszka 300 g,3043939531112,TEXT,OK,NO,FR,KANDYDAT_PR,savemart.com.mt,DIRECT_SITE_UNCLASSIFIED,"https://savemart.com.mt/product/89655/popup
https://www.greens.com.mt/productdetails?pid=3043939531112
https://nutritionempire.net/en/product/regilait-skimmed-milk-powder-300g
https://regilait.com/en/products/powdered-milks/instant-skimmed-milk-powder-0-fat"
MT,★★★★,EU27,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
MT,★★★★,EU27,DEXTROSE,30,PI-ING-000494,YES,DEX-GTIN-08050246530061,Destrosio Monoidrato 1kg,Artegustando,1 kg,8050246530061,TEXT,OK,NO,IT,KANDYDAT_PR,artegustando.com,DIRECT_SITE_UNCLASSIFIED,"https://artegustando.com/products/destrosio-monoidrato
https://artegustando.com/policies/shipping-policy"
MT,★★★★,EU27,TARA,3,PI-ING-000492,YES,TARA-GTIN-08055728540170,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,TEXT,OK,NO,IT,KANDYDAT_PR,saporepuro.com,DIRECT_SITE_UNCLASSIFIED,"https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1
https://saporepuro.com/cdn/shop/files/TDS_GOMMA_DI_TARA_SAPOREPURO_7ba2d8ce-553c-4b18-8d0a-b511a78af3f0.pdf?v=6266750854494086058
https://saporepuro.com/policies/shipping-policy
https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1.json"
MA,★★★★,MAGHREB,MILK,672,PI-ING-000236,YES,MILK-GTIN-8410285127347,Lait de vache stérilisé UHT entier 3.5% M.G. 1L,Président,"1 L, karton eksportowy wielojęzyczny z nakrętką",8410285127347,TEXT,OK,NO,ES,KANDYDAT_PR,copralim.ma,DIRECT_SITE_UNCLASSIFIED,"https://copralim.ma/product/entier-1l/
https://copralim.ma/wp-content/uploads/2025/07/Design-sans-titre-3-5.png
https://aswakassalam.com/produit/lait-uht-entier-1l-president/
https://www.bringo.ma/fr_MA/stores/carrefour-hypermarket/lait-entier-5/products/lait-uht-entier-president-1l-vendor-2-15602/17539
https://suatuoi.com/president/president-full-cream-1l-combo
https://cdn.suatuoi.com/images/brand/president/president-full-cream-1l/2.webp
https://cdn.suatuoi.com/images/brand/president/president-full-cream-1l/3.webp
https://cdn.suatuoi.com/images/brand/president/president-full-cream-1l/4.webp
https://comercoo.com/produit/1598/lait-president-entier-1l/"
MA,★★★★,MAGHREB,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-3155250367834,Bridélice Crème UHT entière fluide 30% MG,Bridélice,2 × 25 cl,3155250367834,TEXT,OK,NO,FR,KANDYDAT_PR,carrefour.fr,DIRECT_SITE_UNCLASSIFIED,"https://www.carrefour.fr/p/creme-uht-fluide-entiere-30-mg-bridelice-3155250367834
https://www.coursesu.com/p/creme-uht-entiere-fluide-30mg-bridelice-2x25cl/5678915.html
https://www.bringo.ma/fr_MA/stores/carrefour-supermarket/creme-fluide/products/creme-fraiche-uht-entiere-fluid-30-mg-bridelice-2x25cl-vendor-1-710622/433938"
MA,★★★★,MAGHREB,SMP,35,PI-ING-000270,YES,SMP-GTIN-00733739058324,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods Real Food,torebka 12 oz (340 g),733739058324,TEXT,OK,NO,US/CA (UPC-A),KANDYDAT_PR,ma.iherb.com,DIRECT_SITE_UNCLASSIFIED,"https://ma.iherb.com/pr/now-foods-real-food-organic-non-fat-dry-milk-powder-12-oz-340-g/21134
https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic
https://www.iherb.com/shipping/ma"
MA,★★★★,MAGHREB,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
MA,★★★★,MAGHREB,DEXTROSE,30,PI-ING-000494,YES,DEX-MA-PRODUCT,Dextrose Monohydrate 25kg,Unspecified manufacturer,25 kg paper bag,,,,,,WYMAGA_ETYKIETY,multitrade.ma,DIRECT_SITE_UNCLASSIFIED,"https://www.multitrade.ma/nos-produits/
https://www.multitrade.ma/wp-content/uploads/2019/07/FT-DEXTROSE-MONOHYDRATE-MULTITRADE.pdf"
MA,★★★★,MAGHREB,TARA,3,PI-ING-000492,YES,TARA-MA-PRODUCT,E417 - Gomme de Tara / Tara Gum,Top Negoce (distributor; manufacturer undisclosed),25 kg bag,,,,,,WYMAGA_ETYKIETY,catalogue.topnegoce.com,DIRECT_SITE_UNCLASSIFIED,"https://catalogue.topnegoce.com/en/1221-999-e417-tara-gum-top-negoce.html
https://catalogue.topnegoce.com/fr/1221-e417-gomme-de-tara.html
https://catalogue.topnegoce.com/en/contact-us"
MX,★★★★,LATAM_NORTH_ANDEAN,MILK,672,PI-ING-000236,YES,MILK-MX-ALPURA-UHT-34-1L,"Alpura Clásica Leche Entera UHT 3,4% 1 L",Alpura,1 L,7501055900039,TEXT,OK,NO,MX,KANDYDAT_PR,alpura.com,DIRECT_SITE_UNCLASSIFIED,https://alpura.com/productos/leche-clasica/; https://www.basicos.mx/leche-alpura-clasica-1-lts; https://onixsuper.com/producto/leche-up-alpura-clasica-1-0-lt/
MX,★★★★,LATAM_NORTH_ANDEAN,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-7501092101031,Lyncott Crema para Batir 500 ml,Lyncott,500 ml,7501092101031,TEXT,OK,NO,MX,KANDYDAT_PR,lyncott.mx,DIRECT_SITE_UNCLASSIFIED,"https://lyncott.mx/producto/crema-para-batir/
https://lyncott.mx/producto/crema-para-batir-500ml/
https://www.cucopanaderos.com.mx/tienda/cremas-/389-crema-p-batir-lyncott-20x500grs-5-0.html
https://www.walmart.com.mx/ip/crema-para-batir-lyncott-500-ml/00750109210103
https://distribuidoranicsa.com/producto/crema-para-batir-lyncott-500ml/"
MX,★★★★,LATAM_NORTH_ANDEAN,SMP,35,PI-ING-000270,YES,SMP-GTIN-00733739058324,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods,12 oz / 340 g,733739058324,TEXT,OK,NO,US/CA (UPC-A),KANDYDAT_PR,nowfoods.com,DIRECT_SITE_UNCLASSIFIED,"https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic
https://mx.iherb.com/pr/now-foods-real-food-organic-non-fat-dry-milk-powder-12-oz-340-g/21134"
MX,★★★★,LATAM_NORTH_ANDEAN,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
MX,★★★★,LATAM_NORTH_ANDEAN,DEXTROSE,30,PI-ING-000494,YES,DEX-MX-PRODUCT,Dextrosa monohidratada,Pochteca Materias Primas (dystrybutor),25 kg,,,,,,WYMAGA_ETYKIETY,tienda.pochteca.net,DIRECT_SITE_UNCLASSIFIED,"https://tienda.pochteca.net/products/dextrosa-monohidratada
https://tienda.pochteca.net/products/dextrosa-monohidratada.js"
MX,★★★★,LATAM_NORTH_ANDEAN,TARA,3,PI-ING-000492,YES,TARA-MX-PRODUCT,Goma Tara — oferta spożywcza B2B,Maprysa,Gramatura niepubliczna,,,,,,WYMAGA_ETYKIETY,maprysa.com.mx,DIRECT_SITE_UNCLASSIFIED,"https://maprysa.com.mx/goma-de-konjac
https://maprysa.com.mx/inicio/f/goma-tara"
NG,★★★★,WEST_AFRICA,MILK,672,PI-ING-000236,YES,MILK-NG-PEAK-UHT-36-1L,"Peak UHT Full Cream Milk 3,6% 1 L",Peak,1 L,8716200612883,TEXT,OK,NO,NL,KANDYDAT_PR,peakmilk.com.ng,DIRECT_SITE_UNCLASSIFIED,https://www.peakmilk.com.ng/assortment/ready-to-drink/peak-uht-milk-full-cream/; https://chamuze.com/product/peak-uht-full-cream-milk-1l/
NG,★★★★,WEST_AFRICA,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-5701215046375,Emborg Natural Whipping Cream UHT 35%,Emborg,200 ml,5701215046375,TEXT,OK,NO,DK,KANDYDAT_PR,emborg.com,DIRECT_SITE_UNCLASSIFIED,"https://www.emborg.com/product/whipping-cream/
https://maxmartonline.com/emborg-whipping-cream-200ml
https://www.supermart.ng/products/emborg-whipping-cream-200-ml"
NG,★★★★,WEST_AFRICA,SMP,35,PI-ING-000270,YES,SMP-GTIN-00733739058324,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods Real Food,torebka 12 oz (340 g),733739058324,TEXT,OK,NO,US/CA (UPC-A),KANDYDAT_PR,ng.iherb.com,DIRECT_SITE_UNCLASSIFIED,"https://ng.iherb.com/pr/now-foods-real-food-organic-non-fat-dry-milk-powder-12-oz-340-g/21134
https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic
https://www.iherb.com/shipping/ng"
NG,★★★★,WEST_AFRICA,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
NG,★★★★,WEST_AFRICA,DEXTROSE,30,PI-ING-000494,YES,DEX-NG-PRODUCT,Dextrose Monohydrate – Food Grade Glucose Powder,Unspecified manufacturer,25 kg,,,,,,WYMAGA_ETYKIETY,jiji.ng,DIRECT_SITE_UNCLASSIFIED,"https://jiji.ng/isolo/manufacturing-materials-and-tools/dextrose-monohydrate-food-grade-glucose-powder-25kg-bag-hdkJ3SmQv7r8FxJdrjYHQVEM.html
https://chemicalwarehouse.com.ng/product/dextrose-monohydrate/"
